Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit
8674,CA-2017-163265,2/16/2017,2/21/2017,Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,62521,Central,Kelly Williams,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,Not,600.56,3,0.30,-8.58
8675,CA-2017-163265,2/16/2017,2/21/2017,Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,62521,Central,Kelly Williams,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",Not,50.35,3,0.20,-8.18
8676,CA-2017-163265,2/16/2017,2/21/2017,Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,62521,Central,Kelly Williams,OFF-AR-10004078,Office Supplies,Art,Newell 312,Not,28.03,6,0.20,3.50
8677,CA-2017-163265,2/16/2017,2/21/2017,Standard Class,JS-16030,Joy Smith,Consumer,United States,Decatur,Illinois,62521,Central,Kelly Williams,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Not,7.69,1,0.60,-3.65
8678,CA-2017-141705,10/24/2017,10/26/2017,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Mansfield,Texas,76063,Central,Kelly Williams,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,Not,517.41,5,0.30,-81.31
8679,CA-2016-112739,2/9/2016,7/9/2016,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Houston,Texas,77070,Central,Kelly Williams,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Not,8.61,8,0.80,-13.34
8680,CA-2016-112739,2/9/2016,7/9/2016,Second Class,RD-19810,Ross DeVincentis,Home Office,United States,Houston,Texas,77070,Central,Kelly Williams,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,Not,159.56,5,0.20,33.91
8681,CA-2016-143805,1/12/2016,3/12/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Richmond,Virginia,23223,South,Cassandra Brandow,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Not,2104.55,7,0.00,694.50
8682,CA-2016-143805,1/12/2016,3/12/2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Richmond,Virginia,23223,South,Cassandra Brandow,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,Not,40.70,5,0.00,11.80
8683,CA-2014-133634,5/11/2014,10/11/2014,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Arlington,Virginia,22204,South,Cassandra Brandow,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,Not,47.79,3,0.00,16.25
8684,CA-2017-101665,11/25/2017,11/25/2017,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,Not,5.16,2,0.00,1.34
8685,CA-2016-155446,12/16/2016,12/23/2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,San Diego,California,92024,West,Anna Andreadi,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Not,21.21,7,0.00,4.45
8686,CA-2017-137323,11/14/2017,11/18/2017,Second Class,PW-19030,Pauline Webber,Corporate,United States,Watertown,New York,13601,East,Chuck Magee,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Not,96.36,6,0.00,25.05
8687,CA-2016-144015,6/26/2016,6/26/2016,Same Day,AH-10075,Adam Hart,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,Not,231.72,2,0.00,11.59
8688,CA-2016-144015,6/26/2016,6/26/2016,Same Day,AH-10075,Adam Hart,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,Not,17.90,5,0.00,8.95
8689,CA-2016-144015,6/26/2016,6/26/2016,Same Day,AH-10075,Adam Hart,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",Not,12.48,2,0.00,5.62
8690,CA-2014-101427,12/26/2014,12/30/2014,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Not,8.02,3,0.20,1.10
8691,CA-2016-136770,8/14/2016,8/18/2016,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Akron,Ohio,44312,East,Chuck Magee,TEC-PH-10003580,Technology,Phones,Cisco IP Phone 7961G-GE VoIP phone,Not,259.90,2,0.40,-56.31
8692,CA-2016-136770,8/14/2016,8/18/2016,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Akron,Ohio,44312,East,Chuck Magee,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,Not,247.19,2,0.40,-49.44
8693,CA-2016-136770,8/14/2016,8/18/2016,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Akron,Ohio,44312,East,Chuck Magee,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Not,279.96,5,0.20,48.99
8694,CA-2016-118311,10/24/2016,10/28/2016,Standard Class,ED-13885,Emily Ducich,Home Office,United States,San Francisco,California,94110,West,Anna Andreadi,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Yes,450.00,5,0.00,162.00
8695,US-2014-112795,8/23/2014,8/28/2014,Second Class,CR-12625,Corey Roper,Home Office,United States,Grand Rapids,Michigan,49505,Central,Kelly Williams,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,Not,19.44,3,0.00,9.53
8696,CA-2017-127096,9/15/2017,9/17/2017,Second Class,CS-12400,Christopher Schild,Home Office,United States,San Francisco,California,94109,West,Anna Andreadi,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,Not,300.90,1,0.20,11.28
8697,CA-2017-119284,6/15/2017,6/20/2017,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,Cassandra Brandow,TEC-PH-10001051,Technology,Phones,HTC One,Yes,239.98,3,0.20,27.00
8698,CA-2017-119284,6/15/2017,6/20/2017,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,Cassandra Brandow,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,Yes,31.17,4,0.20,9.35
8699,CA-2017-119284,6/15/2017,6/20/2017,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,Cassandra Brandow,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Yes,120.96,2,0.40,-28.22
8700,CA-2017-119284,6/15/2017,6/20/2017,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,Cassandra Brandow,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Yes,2239.94,8,0.20,223.99
8701,CA-2017-119284,6/15/2017,6/20/2017,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,Cassandra Brandow,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,Yes,76.61,8,0.20,6.70
8702,CA-2017-119284,6/15/2017,6/20/2017,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,Cassandra Brandow,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",Yes,142.78,1,0.20,17.85
8703,CA-2017-119284,6/15/2017,6/20/2017,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,Cassandra Brandow,OFF-PA-10000312,Office Supplies,Paper,Xerox 1955,Yes,91.36,5,0.20,29.69
8704,CA-2015-133494,1/3/2015,5/3/2015,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Chuck Magee,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Not,3.55,2,0.20,0.44
8705,CA-2016-111318,7/23/2016,7/26/2016,First Class,IL-15100,Ivan Liston,Consumer,United States,Houston,Texas,77041,Central,Kelly Williams,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,Not,115.14,8,0.20,11.51
8706,US-2014-132745,1/10/2014,5/10/2014,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Reno,Nevada,89502,West,Anna Andreadi,OFF-FA-10000254,Office Supplies,Fasteners,Sterling Rubber Bands by Alliance,Not,4.71,1,0.00,0.00
8707,CA-2014-146815,8/9/2014,9/13/2014,Standard Class,PP-18955,Paul Prost,Home Office,United States,New York City,New York,10009,East,Chuck Magee,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,Not,172.76,2,0.10,13.44
8708,CA-2014-146815,8/9/2014,9/13/2014,Standard Class,PP-18955,Paul Prost,Home Office,United States,New York City,New York,10009,East,Chuck Magee,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,Not,3.52,2,0.00,1.69
8709,CA-2014-119144,11/16/2014,11/18/2014,First Class,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008,West,Anna Andreadi,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,Not,79.97,4,0.20,-17.99
8710,CA-2014-119144,11/16/2014,11/18/2014,First Class,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008,West,Anna Andreadi,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Not,305.97,3,0.15,25.20
8711,CA-2014-119144,11/16/2014,11/18/2014,First Class,JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008,West,Anna Andreadi,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,Not,344.91,3,0.00,10.35
8712,CA-2014-105648,3/3/2014,7/3/2014,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,San Diego,California,92037,West,Anna Andreadi,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",Not,626.35,3,0.20,-23.49
8713,US-2015-145422,3/12/2015,7/12/2015,Standard Class,PW-19240,Pierre Wener,Consumer,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Not,359.50,3,0.15,-29.61
8714,CA-2017-136623,11/7/2017,11/7/2017,Standard Class,TS-21430,Tom Stivers,Corporate,United States,San Diego,California,92105,West,Anna Andreadi,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,Not,71.95,6,0.20,5.40
8715,CA-2017-136623,11/7/2017,11/7/2017,Standard Class,TS-21430,Tom Stivers,Corporate,United States,San Diego,California,92105,West,Anna Andreadi,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Not,29.80,5,0.20,9.31
8716,CA-2017-121678,11/16/2017,11/20/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Elyria,Ohio,44035,East,Chuck Magee,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,Not,1.82,1,0.70,-1.40
8717,CA-2016-120824,12/6/2016,12/6/2016,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,Kelly Williams,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,Not,64.38,4,0.80,-160.96
8718,CA-2016-120824,12/6/2016,12/6/2016,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,Kelly Williams,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,Not,6.98,2,0.60,-4.54
8719,CA-2016-120824,12/6/2016,12/6/2016,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,Kelly Williams,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,Not,11.26,8,0.20,3.94
8720,CA-2016-120824,12/6/2016,12/6/2016,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,Kelly Williams,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,Not,15.55,3,0.20,5.64
8721,CA-2016-120824,12/6/2016,12/6/2016,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,Kelly Williams,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Not,379.37,2,0.30,-119.23
8722,CA-2016-120824,12/6/2016,12/6/2016,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,Kelly Williams,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,Not,67.54,9,0.20,6.75
8723,CA-2016-120824,12/6/2016,12/6/2016,Second Class,AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,Kelly Williams,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Not,1.52,2,0.80,-2.67
8724,US-2016-135209,12/29/2016,12/31/2016,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Miami,Florida,33178,South,Cassandra Brandow,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,Not,37.41,7,0.20,13.09
8725,US-2016-135209,12/29/2016,12/31/2016,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Miami,Florida,33178,South,Cassandra Brandow,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,Not,25.34,6,0.20,8.87
8726,CA-2017-148145,3/18/2017,3/23/2017,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Seattle,Washington,98115,West,Anna Andreadi,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,Not,46.20,4,0.00,21.25
8727,CA-2015-103870,12/27/2015,12/31/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,Cassandra Brandow,TEC-AC-10002370,Technology,Accessories,Maxell CD-R Discs,Not,4.73,3,0.20,0.71
8728,CA-2015-103870,12/27/2015,12/31/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,Cassandra Brandow,FUR-FU-10002030,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Not,53.35,3,0.20,16.01
8729,CA-2015-103870,12/27/2015,12/31/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,Cassandra Brandow,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Not,131.10,2,0.20,8.19
8730,CA-2015-103870,12/27/2015,12/31/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,Cassandra Brandow,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,Not,22.51,3,0.20,2.25
8731,CA-2015-103870,12/27/2015,12/31/2015,Standard Class,SP-20860,Sung Pak,Corporate,United States,Murfreesboro,Tennessee,37130,South,Cassandra Brandow,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Not,72.74,7,0.20,-12.73
8732,CA-2015-111017,7/31/2015,7/31/2015,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Saint Louis,Missouri,63116,Central,Kelly Williams,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",Not,52.59,3,0.00,15.78
8733,CA-2017-116988,6/27/2017,6/29/2017,Second Class,PW-19030,Pauline Webber,Corporate,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,Not,19.44,3,0.00,9.33
8734,CA-2017-116988,6/27/2017,6/29/2017,Second Class,PW-19030,Pauline Webber,Corporate,United States,Seattle,Washington,98105,West,Anna Andreadi,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,Not,126.30,3,0.00,40.42
8735,CA-2017-116988,6/27/2017,6/29/2017,Second Class,PW-19030,Pauline Webber,Corporate,United States,Seattle,Washington,98105,West,Anna Andreadi,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,Not,1287.45,5,0.00,244.62
8736,US-2014-169390,7/2/2014,10/2/2014,Second Class,CS-12250,Chris Selesnick,Corporate,United States,New York City,New York,10024,East,Chuck Magee,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,Not,64.96,4,0.00,9.74
8737,CA-2016-168774,4/9/2016,9/9/2016,Standard Class,RP-19855,Roy Phan,Corporate,United States,Woodbury,Minnesota,55125,Central,Kelly Williams,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",Not,535.41,3,0.00,160.62
8738,CA-2017-161592,6/4/2017,10/4/2017,Standard Class,CS-12175,Charles Sheldon,Corporate,United States,Chattanooga,Tennessee,37421,South,Cassandra Brandow,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,Not,8.10,5,0.70,-5.94
8739,US-2017-131961,8/12/2017,11/12/2017,First Class,MJ-17740,Max Jones,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,Not,13.25,4,0.20,3.64
8740,US-2017-131961,8/12/2017,11/12/2017,First Class,MJ-17740,Max Jones,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,Not,83.99,2,0.40,-21.00
8741,CA-2016-102498,7/24/2016,7/25/2016,First Class,JG-15160,James Galang,Consumer,United States,Lafayette,Louisiana,70506,South,Cassandra Brandow,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Not,73.20,5,0.00,21.23
8742,CA-2015-113222,9/11/2015,9/11/2015,Same Day,AG-10765,Anthony Garverick,Home Office,United States,Lawrence,Indiana,46226,Central,Kelly Williams,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,Not,10.74,3,0.00,5.16
8743,US-2015-144771,2/10/2015,4/10/2015,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hillsboro,Oregon,97123,West,Anna Andreadi,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,Not,11.03,1,0.20,3.03
8744,US-2015-144771,2/10/2015,4/10/2015,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Hillsboro,Oregon,97123,West,Anna Andreadi,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Not,53.04,3,0.20,-4.64
8745,CA-2015-162376,11/22/2015,11/25/2015,Second Class,HD-14785,Harold Dahlen,Home Office,United States,Cambridge,Massachusetts,2138,East,Chuck Magee,OFF-AR-10003056,Office Supplies,Art,Newell 341,Not,17.12,4,0.00,4.96
8746,CA-2015-162376,11/22/2015,11/25/2015,Second Class,HD-14785,Harold Dahlen,Home Office,United States,Cambridge,Massachusetts,2138,East,Chuck Magee,OFF-PA-10000300,Office Supplies,Paper,Xerox 1936,Not,59.94,3,0.00,28.17
8747,CA-2017-128076,2/2/2017,7/2/2017,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,92105,West,Anna Andreadi,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Not,210.58,2,0.00,12.63
8748,CA-2017-128076,2/2/2017,7/2/2017,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,92105,West,Anna Andreadi,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,Not,30.96,2,0.20,10.06
8749,CA-2017-128076,2/2/2017,7/2/2017,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,San Diego,California,92105,West,Anna Andreadi,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",Not,239.98,2,0.20,39.00
8750,US-2015-163825,6/16/2015,6/19/2015,First Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10009,East,Chuck Magee,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Not,3050.38,3,0.20,1143.89
8751,US-2015-163825,6/16/2015,6/19/2015,First Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10009,East,Chuck Magee,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,Not,133.98,2,0.00,33.50
8752,CA-2016-105662,5/5/2016,9/5/2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tallahassee,Florida,32303,South,Cassandra Brandow,OFF-PA-10001001,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Not,93.25,4,0.20,31.47
8753,CA-2016-105662,5/5/2016,9/5/2016,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tallahassee,Florida,32303,South,Cassandra Brandow,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,Not,177.48,3,0.20,19.97
8754,CA-2017-152198,9/9/2017,10/9/2017,First Class,JD-16015,Joy Daniels,Consumer,United States,Toledo,Ohio,43615,East,Chuck Magee,OFF-LA-10000443,Office Supplies,Labels,Avery 501,Not,17.71,6,0.20,5.98
8755,CA-2017-152198,9/9/2017,10/9/2017,First Class,JD-16015,Joy Daniels,Consumer,United States,Toledo,Ohio,43615,East,Chuck Magee,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,Not,4.86,3,0.70,-3.56
8756,CA-2017-152198,9/9/2017,10/9/2017,First Class,JD-16015,Joy Daniels,Consumer,United States,Toledo,Ohio,43615,East,Chuck Magee,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Not,6.26,2,0.70,-5.22
8757,CA-2016-114307,7/22/2016,7/26/2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,Chuck Magee,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Yes,37.68,2,0.00,10.55
8758,CA-2016-114307,7/22/2016,7/26/2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,Chuck Magee,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,Yes,51.84,8,0.00,24.88
8759,CA-2016-114307,7/22/2016,7/26/2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,Chuck Magee,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Yes,27.42,3,0.00,9.32
8760,CA-2016-114307,7/22/2016,7/26/2016,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Columbia,Maryland,21044,East,Chuck Magee,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,Yes,5.40,3,0.00,2.59
8761,CA-2016-159891,1/31/2016,6/2/2016,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,30318,South,Cassandra Brandow,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Not,1270.99,1,0.00,635.50
8762,CA-2016-159891,1/31/2016,6/2/2016,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Atlanta,Georgia,30318,South,Cassandra Brandow,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Not,125.36,8,0.00,58.92
8763,CA-2016-112578,12/29/2016,2/1/2017,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Sacramento,California,95823,West,Anna Andreadi,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,Not,14.03,1,0.00,4.07
8764,CA-2016-112578,12/29/2016,2/1/2017,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Sacramento,California,95823,West,Anna Andreadi,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,Not,27.96,2,0.00,7.27
8765,CA-2015-107083,11/21/2015,11/27/2015,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,Kelly Williams,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Not,5.34,2,0.20,0.73
8766,CA-2015-107083,11/21/2015,11/27/2015,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,Kelly Williams,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,Not,1.70,2,0.80,-2.54
8767,CA-2015-107083,11/21/2015,11/27/2015,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,Kelly Williams,OFF-AP-10004136,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,Not,24.59,3,0.80,-67.62
8768,CA-2015-107083,11/21/2015,11/27/2015,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,Kelly Williams,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,Not,7.98,5,0.80,-13.17
8769,CA-2015-151722,5/10/2015,9/10/2015,Standard Class,IL-15100,Ivan Liston,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Not,288.00,4,0.20,57.60
8770,CA-2016-151148,12/9/2016,12/9/2016,Same Day,PO-19180,Philisse Overcash,Home Office,United States,Louisville,Colorado,80027,West,Anna Andreadi,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Not,146.95,3,0.20,9.18
8771,CA-2016-151148,12/9/2016,12/9/2016,Same Day,PO-19180,Philisse Overcash,Home Office,United States,Louisville,Colorado,80027,West,Anna Andreadi,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",Not,83.14,4,0.20,5.20
8772,CA-2017-115882,9/14/2017,9/17/2017,First Class,DB-13555,Dorothy Badders,Corporate,United States,Raleigh,North Carolina,27604,South,Cassandra Brandow,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,Not,942.78,4,0.20,94.28
8773,CA-2017-115882,9/14/2017,9/17/2017,First Class,DB-13555,Dorothy Badders,Corporate,United States,Raleigh,North Carolina,27604,South,Cassandra Brandow,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,Not,74.35,3,0.20,23.24
8774,CA-2015-132276,2/23/2015,2/28/2015,Standard Class,LC-16960,Lindsay Castell,Home Office,United States,New York City,New York,10024,East,Chuck Magee,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,Not,26.88,6,0.00,6.72
